913874722	2023-07-15	20230000505810
913875087	2020-11-30	20200001014860
913875591	2014-07-09	20140000282247
913875710	2016-08-06	20160000412368
913876156	2001-01-15	20010000011889
913876377	2023-09-14	20230000695567
913876725	2014-09-23	20140000479478
913881710	2017-02-06	20170000045151
913882989	2017-02-17	20170000057248
913876989	2011-12-17	20110000605700
913877136	2016-04-07	20160000103533
913877144	2014-07-10	20140000286418
913877292	2016-07-16	20160000348026
913877616	2018-08-10	20180000583660
913877853	2018-04-09	20180000167429
913877950	2021-02-25	20210000075530
913878922	2000-10-17	20000000305060
913878922	2015-12-17	20150000615373
913878922	2020-12-22	20200001052459
913880021	2014-07-30	20140000325870
913880498	2026-01-20	20260000021655
913880919	2015-09-08	20150000433436
913881141	2019-06-05	20190000293601
913881281	2019-02-02	20190000045703
913881524	2021-01-12	20210000015010
913881524	2025-08-04	20250000667427
913881567	2025-06-18	20250000428681
913881699	2014-12-05	20140000570145
913882105	2015-10-01	20150000500291
913882105	2025-05-05	20250000225064
913882377	2014-07-21	20140000311350
913882970	2020-06-09	20200000561082
913883004	2016-06-13	20160000228726
913883012	2023-07-03	20230000442140
913883101	2018-06-26	20180000380080
913883195	2011-08-18	20110000329097
913884582	2017-01-05	20170000012461
913884671	2016-12-12	20160000624495
913884108	2017-08-14	20170000518186
913885007	2017-02-14	20170000053730
913883829	2025-06-30	20250000494543
913883845	2020-10-05	20200000919824
913884051	2015-09-08	20150000434161
913884094	2024-08-01	20240000791427
913884213	2021-12-22	20210000773038
913884353	2024-02-12	20240000244699
913884469	2019-07-18	20190000527792
913884620	2016-09-14	20160000511781
913884663	2021-07-15	20210000402650
913884795	2014-07-11	20140000291173
913885198	2016-04-25	20160000134167
913885236	2023-07-03	20230000442145
913885422	2020-08-28	20200000775679
913885686	2020-08-24	20200000762536
913885856	2023-03-01	20230000091192
913885961	2019-11-11	20190000752433
913886003	2022-08-23	20220000619712
913886011	2002-07-18	20020000212831
913886011	2008-04-17	20080000106915
913886011	2016-06-08	20160000213807
913886046	2023-08-01	20230000580487
913886119	2015-07-01	20150000262592
913886186	2014-11-12	20140000543573
913886429	2018-08-13	20180000587326
