918884424	2001-08-07	20010000244348
918884424	2003-08-02	20030000245411
918884424	2010-09-15	20100000467774
918885390	2019-02-16	20190000065439
918885463	2021-06-28	20210000345681
918885609	2019-07-06	20190000457552
918885919	2018-01-15	20180000062595
918885994	2022-08-01	20220000549621
918886591	2018-10-15	20180000667673
918886893	2018-11-26	20180000734368
918887008	2023-08-02	20230000590518
918887121	2023-07-19	20230000521479
918887202	2018-06-09	20180000313425
918887539	2016-08-03	20160000404946
918887865	2020-09-15	20200000848823
918888136	2023-08-01	20230000581187
918888438	2018-09-06	20180000615621
918888543	2018-09-12	20180000624155
918888594	2018-06-29	20180000396987
918889167	2022-08-15	20220000602155
918889558	2022-08-18	20220000611538
918890025	2019-07-18	20190000528667
918890025	2021-07-01	20210000358775
918891196	2000-10-13	20000000301818
918895515	2017-04-24	20170000147309
918892818	2017-06-19	20170000280806
918891633	2022-04-23	20220000158490
918891633	2022-06-21	20220000352089
918891722	2024-01-10	20240000201028
918891919	2003-04-15	20030000078189
918893873	2005-08-02	20050000245415
918893903	2019-06-03	20190000286209
918894004	2020-03-26	20200000422207
918894020	2018-06-09	20180000313430
918894039	2021-06-29	20210000350791
918894039	2025-06-02	20250000358874
918894403	2019-11-25	20190000775081
918894438	2018-05-02	20180000206959
918894497	2019-03-19	20190000120845
918894551	2023-02-08	20230000051955
918894799	2024-06-05	20240000509492
918894993	2022-05-25	20220000244115
918895035	2018-11-19	20180000724111
918895507	2023-03-16	20230000119275
918896597	2024-08-22	20240000849917
918897852	2020-09-24	20200000876682
918898662	2022-05-23	20220000233185
918899197	2025-05-03	20250000221360
918899375	2019-07-06	20190000457560
918899499	2024-11-12	20240000971599
918900136	2020-04-21	20200000465407
918905391	2017-12-13	20170000673943
918903410	2017-05-12	20170000178964
918907165	2017-04-28	20170000157255
918908005	2017-04-26	20170000152585
918903410	2017-05-19	20170000187668
918905847	2017-08-23	20170000531264
918908250	2017-11-17	20170000639189
918905804	2017-08-24	20170000533362
918900527	2018-06-12	20180000325993
918901221	2020-04-02	20200000439415
918901523	2018-06-19	20180000350934
918902422	2023-05-23	20230000274268
918902694	2018-09-08	20180000618799
918902716	2021-07-12	20210000390853
918904263	2023-02-27	20230000081227
918904913	2025-07-15	20250000586715
918905022	2020-10-23	20200000960713
918905235	2025-06-28	20250000485427
918905391	2023-07-18	20230000517173
918905758	2019-07-06	20190000457564
918905839	2018-01-05	20180000049881
918905839	2018-01-05	20180000049884
918906037	2021-08-26	20210000505089
918906266	2022-04-04	20220000136031
918906711	2018-12-07	20180000748720
918906770	2018-07-09	20180000438889
918906770	2018-09-21	20180000635912
918906851	2021-06-24	20210000335184
918906851	2024-01-19	20240000214732
918907068	2023-07-03	20230000444168
918907092	2019-05-06	20190000203165
918907165	2023-11-16	20230000786215
918907181	2020-09-07	20200000813676
918907181	2020-09-07	20200000813677
918907181	2025-06-02	20250000358876
918907580	2018-06-21	20180000364447
918907599	2020-06-30	20200000633506
918908005	2024-06-29	20240000620195
918912940	2017-05-22	20170000192344
918910948	2017-04-26	20170000153458
918911103	2017-05-02	20170000158681
918912584	2017-04-26	20170000153288
918915494	2017-04-28	20170000156869
918909281	2017-09-18	20170000562346
918909028	2022-07-21	20220000497880
918910484	2020-04-23	20200000470924
918910751	2025-03-29	20250000149632
918910786	2023-09-30	20230000718332
918910824	2020-10-19	20200000951069
918910832	2020-12-16	20200001044427
918911057	2018-11-14	20180000719102
918911200	2021-09-16	20210000562195
918911405	2019-05-09	20190000211145
918912274	2018-07-23	20180000502967
918912320	2019-09-11	20190000671807
918913068	2023-03-20	20230000129050
918913661	2018-11-19	20180000725763
918914110	2022-03-29	20220000124807
918914471	2025-06-25	20250000466684
918914854	2019-06-24	20190000392188
918915338	2019-07-24	20190000550477
918915656	2018-09-29	20180000645473
918916032	2024-02-06	20240000238369
918916377	2019-05-29	20190000279584
918916407	2022-05-05	20220000187486
918916431	2022-06-23	20220000365598
918916466	2024-12-07	20240001010332
918916636	2019-12-11	20190000797984
918923594	2017-05-02	20170000159455
918923691	2017-05-02	20170000158698
918923977	2017-05-30	20170000207602
918926852	2017-06-19	20170000281707
918928324	2017-07-06	20170000368938
918917853	2020-03-06	20200000386701
918918752	2021-06-10	20210000281411
918919414	2021-08-10	20210000462502
918922113	2018-06-09	20180000313442
918922342	2018-04-23	20180000191143
918923047	2021-06-26	20210000340506
918923055	2022-07-09	20220000445554
918923330	2019-08-24	20190000646703
918923330	2024-04-04	20240000327691
918923683	2019-03-11	20190000104035
918923713	2021-04-29	20210000176664
918924442	2020-06-09	20200000565573
918924442	2024-02-05	20240000235864
918924469	2024-08-07	20240000817604
918924523	2020-12-09	20200001031776
918925635	2023-08-02	20230000590539
918925643	2021-06-22	20210000326558
918925945	2023-05-13	20230000250117
918926240	2019-10-21	20190000722473
918926402	2022-02-10	20220000057137
918927433	2025-07-14	20250000580740
918932216	2017-12-18	20170000681359
918928340	2017-05-02	20170000159591
918937382	2017-05-18	20170000185200
918931236	2017-06-06	20170000226723
918932232	2017-11-07	20170000625529
918931376	2017-08-21	20170000526083
918928375	2017-11-23	20170000645851
918928324	2021-03-11	20210000095859
918928324	2025-11-01	20250000813353
918928359	2025-03-10	20250000104435
918928391	2023-07-19	20230000521482
918928588	2020-08-31	20200000782905
918929576	2020-09-08	20200000819169
918929630	2025-02-17	20250000063270
918929711	2023-12-06	20230000811031
918929746	2023-07-15	20230000506253
918929746	2024-07-02	20240000639981
918929878	2019-08-06	20190000607482
918930027	2018-06-02	20180000279445
918930116	2020-09-01	20200000788740
918930116	2021-08-20	20210000488238
918930132	2024-04-18	20240000360634
918930256	2020-10-08	20200000928033
918930361	2020-04-18	20200000460635
918930590	2020-09-28	20200000889921
918930795	2020-03-09	20200000389920
918931309	2024-06-29	20240000620202
918931392	2026-03-20	20260000127911
918931406	2021-10-23	20210000676171
918932364	2018-01-17	20180000069012
918932828	2023-10-16	20230000742339
918932836	2019-05-23	20190000258275
918933220	2019-01-31	20190000041380
918933786	2023-03-14	20230000116349
918933999	2018-08-04	20180000564159
918934154	2018-10-17	20180000670962
918935576	2024-01-19	20240000215225
918936408	2018-04-25	20180000197379
918936408	2019-06-05	20190000296257
918937420	2018-12-05	20180000744733
918937579	2022-10-24	20220000708889
918937633	2018-09-15	20180000627423
918943439	2017-05-05	20170000166958
918946802	2017-05-05	20170000167023
918946519	2017-12-12	20170000671793
918937978	2024-07-10	20240000690250
918938044	2024-07-15	20240000709016
918938079	2024-05-30	20240000470963
918938176	2021-08-14	20210000472025
918938281	2019-04-09	20190000157256
918938737	2019-06-12	20190000313484
918938877	2020-01-13	20200000313593
918938885	2018-08-27	20180000602069
918938885	2024-06-20	20240000571434
918939520	2020-03-11	20200000394796
918939997	2019-07-09	20190000475783
918940022	2021-08-03	20210000448034
918940693	2024-06-17	20240000554389
918940766	2018-08-27	20180000603073
918940804	2019-07-01	20190000428570
918941134	2021-12-23	20210000775371
918941568	2018-10-02	20180000647483
918941568	2025-11-10	20250000829147
918942025	2019-06-13	20190000316421
918944664	2025-04-03	20250000165109
918945075	2023-06-28	20230000417633
918945199	2020-03-09	20200000390287
918945202	2024-12-30	20240001036730
918945210	2019-01-17	20190000024173
918945245	2023-08-02	20230000590547
918945598	2021-08-24	20210000499110
918945733	2024-07-17	20240000722956
918945873	2022-01-14	20220000021285
918946659	2025-12-13	20250000878783
918946810	2020-10-03	20200000908939
918946918	2022-01-18	20220000025135
918953531	2017-10-18	20170000597516
918953698	2017-08-10	20170000510502
918954244	2017-05-06	20170000167983
918954511	2017-05-09	20170000171258
